iter	Logloss
200	0.2673881309
201	0.2667613992
202	0.2662551273
203	0.2659875296
204	0.2657061119
205	0.2650621077
206	0.2645480426
207	0.2642001743
208	0.2636966671
209	0.2631877731
210	0.2625235853
211	0.2619172953
212	0.2613911328
213	0.2609273052
214	0.2605354932
215	0.2600595945
216	0.2597263159
217	0.2592036683
218	0.2586978035
219	0.2585013705
220	0.258065794
221	0.2576515377
222	0.2573739375
223	0.2570416957
224	0.2565344031
225	0.2560899054
226	0.2557296018
227	0.2554222339
228	0.2551317882
229	0.2544887282
230	0.2540618559
231	0.2535539182
232	0.253353597
233	0.2528816288
234	0.2527065167
235	0.252342215
236	0.251963712
237	0.2515627948
238	0.2511903438
239	0.2508007852
240	0.2505003752
241	0.2502525998
242	0.2498364936
243	0.2494246174
244	0.249120769
245	0.2486098327
246	0.2481973783
247	0.2478753214
248	0.2474749189
249	0.2472318349
250	0.2469886227
251	0.2468053895
252	0.2466043985
253	0.2462357766
254	0.246096775
255	0.2457583134
256	0.2454732681
257	0.2450531672
258	0.2448112345
259	0.2445585786
260	0.2442099079
261	0.2439166561
262	0.2435681303
263	0.2430913229
264	0.2425078385
265	0.2421808155
266	0.2419515214
267	0.2415566348
268	0.2413021477
269	0.2409460406
270	0.2405272519
271	0.2402470486
272	0.239690309
273	0.2394291753
274	0.2391085582
275	0.2387506542
276	0.238555722
277	0.2381459624
278	0.2378578446
279	0.2374031492
280	0.2370137567
281	0.2366218747
282	0.236341681
283	0.2360059325
284	0.2355387157
285	0.2352100764
286	0.2348159713
287	0.234606012
288	0.2341269048
289	0.2339384662
290	0.2336387511
291	0.2332095584
292	0.2326757693
293	0.2323171328
294	0.2320626525
295	0.231490706
296	0.2313582787
297	0.2309793397
298	0.2305230693
299	0.2300183841
300	0.2299011536
301	0.2297189652
302	0.2295191088
303	0.2292223678
304	0.2289397399
305	0.2287084139
306	0.2285342651
307	0.2283693656
308	0.228014334
309	0.2275956604
310	0.2273092286
311	0.2269404266
312	0.2264400231
313	0.2260320538
314	0.2257757498
315	0.2255498379
316	0.2250942058
317	0.2246563737
318	0.2243528499
319	0.2239446357
320	0.2236620289
321	0.2232988136
322	0.2228532805
323	0.2226336628
324	0.2224394524
325	0.2221831602
326	0.2220301225
327	0.22167462
328	0.2215312001
329	0.2213303246
330	0.2210530174
331	0.2208164428
332	0.2205766853
333	0.2205590003
334	0.2204411617
335	0.2200945386
336	0.2198202999
337	0.2195425105
338	0.2192346859
339	0.2189032557
340	0.2184662243
341	0.2182485122
342	0.2178378196
343	0.2173299375
344	0.2169731548
345	0.2167975202
346	0.2167300817
347	0.2163471019
348	0.2159540263
349	0.2155749591
350	0.2152137455
351	0.2150655299
352	0.2147464713
353	0.2145892341
354	0.2142088356
355	0.2141941215
356	0.2137647885
357	0.2134510602
358	0.2131243464
359	0.212984295
360	0.2126684496
361	0.2124931494
362	0.2122043389
363	0.2120679119
364	0.2119352471
365	0.2118235
366	0.2115668898
367	0.2114964104
368	0.2112273649
369	0.2109467325
370	0.2107594872
371	0.2104087522
372	0.21022998
373	0.2100337573
374	0.2098538555
375	0.2097173209
376	0.209386135
377	0.2091477306
378	0.20882256
379	0.2085106955
380	0.2082311032
381	0.2081167693
382	0.2078110589
383	0.2074769597
384	0.2073524473
385	0.2070200305
386	0.2067411367
387	0.2064467363
388	0.2062013414
389	0.2059991478
390	0.2057228719
391	0.2055334638
392	0.2053152285
393	0.2049964162
394	0.2046588038
395	0.2043944937
396	0.2042239691
397	0.203978275
398	0.203835811
399	0.2037355443
400	0.2035324287
401	0.2033663334
402	0.2031232872
403	0.2029287752
404	0.2027215458
405	0.2024410166
406	0.2021318349
407	0.2019515527
408	0.2017063599
409	0.201521336
410	0.2010351959
411	0.200854024
412	0.2007086708
413	0.2004327402
414	0.2003182685
415	0.2000910197
416	0.1997597179
417	0.1994710391
418	0.1993394474
419	0.1990324566
420	0.1988854719
421	0.1987799889
422	0.1984382624
423	0.198180043
424	0.1979572427
425	0.1978205254
426	0.1974619352
427	0.1972792365
428	0.1972627056
429	0.1971656792
430	0.1969627589
431	0.1967971964
432	0.1964834802
433	0.1962809275
434	0.1960994002
435	0.1957143911
436	0.1956279211
437	0.1954779927
438	0.1952453966
439	0.1949740289
440	0.1947166975
441	0.194392402
442	0.1941507497
443	0.1940110964
444	0.1938354423
445	0.1936193664
446	0.19348716
447	0.1933594562
448	0.1931857106
449	0.192977649
450	0.192831964
451	0.1925160072
452	0.192215778
453	0.1921510981
454	0.1920212097
455	0.1917871208
456	0.1915968468
457	0.1915295566
458	0.1913102263
459	0.1912001667
460	0.1909986995
461	0.1908780175
462	0.1907666674
463	0.1905967805
464	0.1903717437
465	0.1901088826
466	0.1898985418
467	0.1897997368
468	0.1896931164
469	0.189558681
470	0.1894170161
471	0.1890971487
472	0.1887453596
473	0.1884247884
474	0.1883093953
475	0.1880066948
476	0.1877244934
477	0.1874979349
478	0.1872680459
479	0.1871071384
480	0.186920616
481	0.186763665
482	0.1865379425
483	0.1863773085
484	0.186052941
485	0.1858624703
486	0.185679564
487	0.1854023062
488	0.185267539
489	0.1849846116
490	0.1847385884
491	0.1845479304
492	0.1842767841
493	0.1840480833
494	0.1838849528
495	0.1836184184
496	0.1835430521
497	0.183370731
498	0.1831741237
499	0.1828442088
500	0.1825912944
501	0.1824519307
502	0.1823191189
503	0.1821918164
504	0.1821145094
505	0.1818610365
506	0.1815223365
507	0.1813070709
508	0.181013523
509	0.1808239604
510	0.1805933849
511	0.1804700304
512	0.180220963
513	0.1799494916
514	0.1797561875
515	0.179436986
516	0.1792505404
517	0.1790559559
518	0.1788376129
519	0.1785473959
520	0.1783413345
521	0.1782039539
522	0.1780691309
523	0.1778536814
524	0.1775037336
525	0.177240039
526	0.1769428401
527	0.1768412853
528	0.1766448767
529	0.1765102644
530	0.1761971473
531	0.1760432699
532	0.1758868852
533	0.1756532844
534	0.1755397647
535	0.1753129369
536	0.1751058442
537	0.1749863197
538	0.1747661333
539	0.1745895313
540	0.1743996713
541	0.174156363
542	0.1739944455
543	0.1736366776
544	0.1735001575
545	0.1732552725
546	0.1730085494
547	0.1726767117
548	0.1725060816
549	0.1723532143
550	0.172166864
551	0.1720073361
552	0.1719256186
553	0.1716307558
554	0.1713701396
555	0.1711539107
556	0.1709692119
557	0.1707621161
558	0.1705689116
559	0.1705014771
560	0.1703009596
561	0.1701639255
562	0.1699370426
563	0.1698041076
564	0.1696493644
565	0.1692757807
566	0.1690649952
567	0.1688905388
568	0.1687465026
569	0.1685996475
570	0.1684645889
571	0.1682980472
572	0.168203478
573	0.1680254676
574	0.1678616057
575	0.1677539173
576	0.1676049358
577	0.1675024472
578	0.1674397354
579	0.1672316596
580	0.1670614461
581	0.1668852431
582	0.166703729
583	0.1665781029
584	0.1664030877
585	0.1662446916
586	0.1661797747
587	0.1659553802
588	0.1657916099
589	0.1657077064
590	0.1656156629
591	0.1654051306
592	0.1651401876
593	0.1649081792
594	0.1647325813
595	0.16457753
596	0.1643842641
597	0.1642680262
598	0.1640650437
599	0.163950623
600	0.1639297583
601	0.1637489118
602	0.163553794
603	0.163537428
604	0.1633687361
605	0.1631926108
606	0.1629418003
607	0.1628737067
608	0.1627259063
609	0.1624496201
610	0.1622320799
611	0.162118661
612	0.1619028684
613	0.1617321161
614	0.161579612
615	0.1614310089
616	0.1613019316
617	0.1611456177
618	0.1610482985
619	0.1609868779
620	0.1607575817
621	0.1606159918
622	0.1604256137
623	0.1601647371
624	0.1600875781
625	0.1598537074
626	0.1596711789
627	0.1594671884
628	0.1592592756
629	0.1591275275
630	0.158845801
631	0.1587100076
632	0.1586098873
633	0.1584537829
634	0.1581235482
635	0.1579744256
636	0.1578194197
637	0.1577738517
638	0.1575649928
639	0.1573649575
640	0.1572679447
641	0.1571941444
642	0.1569755928
643	0.1568179924
644	0.1566645105
645	0.1564860056
646	0.1563753724
647	0.1562509833
648	0.1561351735
649	0.1558858579
650	0.1557147765
651	0.1555652674
652	0.155483305
653	0.1552871692
654	0.1551693364
655	0.1549616616
656	0.1547867003
657	0.1546067616
658	0.1543712035
659	0.1542317179
660	0.154056191
661	0.1537784471
662	0.1535598906
663	0.1534205765
664	0.1533696489
665	0.153139882
666	0.152915017
667	0.1528584399
668	0.1526857963
669	0.1525842482
670	0.1524482656
671	0.1522128187
672	0.1519530408
673	0.1518505257
674	0.1516769591
675	0.1515568618
676	0.1513558091
677	0.1511802394
678	0.1510348933
679	0.1509594734
680	0.1506919493
681	0.1505709008
682	0.1503920482
683	0.1502623782
684	0.1501284477
685	0.1499893322
686	0.1499106404
687	0.1497735995
688	0.149597897
689	0.1494177518
690	0.1492597754
691	0.1490293359
692	0.1488832832
693	0.1487187482
694	0.1485974324
695	0.1484730429
696	0.148327343
697	0.1481704796
698	0.148074985
699	0.1478117613
700	0.1476115813
701	0.1474802751
702	0.1473228601
703	0.1471887233
704	0.1470337319
705	0.146917363
706	0.1466825765
707	0.1465704568
708	0.1464209218
709	0.1462853714
710	0.1461789579
711	0.1460081602
712	0.1459323555
713	0.1457609128
714	0.1455538608
715	0.1454027367
716	0.1452141273
717	0.1450399299
718	0.1449028202
719	0.1447656444
720	0.1446255346
721	0.1445407131
722	0.1442681237
723	0.1442140336
724	0.1439870918
725	0.1438060957
726	0.1436657523
727	0.1435372925
728	0.1434194126
729	0.1433528374
730	0.1432107624
731	0.1430376755
732	0.1428779645
733	0.1427728245
734	0.1426738154
735	0.142521294
736	0.1424012457
737	0.1422380908
738	0.1420684661
739	0.1419608682
740	0.141797423
741	0.1416498421
742	0.1415804089
743	0.1413794151
744	0.1412481196
745	0.1409958414
746	0.1407739532
747	0.1407240532
748	0.1404619035
749	0.1403434937
750	0.1401468613
751	0.1400690965
752	0.1398869405
753	0.1397245433
754	0.1396100521
755	0.1394454038
756	0.1393416663
757	0.1392098179
758	0.1391092903
759	0.1388863
760	0.1387610606
761	0.1385174006
762	0.1383332447
763	0.1381930724
764	0.1381191687
765	0.1379856585
766	0.1378145855
767	0.1376981773
768	0.1375592599
769	0.1373785825
770	0.1372346367
771	0.1371580261
772	0.136939713
773	0.1368860302
774	0.136740148
775	0.1365702188
776	0.1363803735
777	0.1362213264
778	0.1360884841
779	0.1359397093
780	0.1358569475
781	0.1357789936
782	0.1355607971
783	0.1353266743
784	0.1352425682
785	0.1351280408
786	0.1350505557
787	0.1349975292
788	0.1348539293
789	0.1347369608
790	0.134663413
791	0.134591624
792	0.1345364543
793	0.1343585092
794	0.1341047241
795	0.1339294175
796	0.1337917544
797	0.1337244006
798	0.1335989343
799	0.1335212192
800	0.1334495076
801	0.1332513047
802	0.1331554256
803	0.1330061518
804	0.1328546666
805	0.1327977903
806	0.1326536966
807	0.1324994083
808	0.1323868249
809	0.1321830912
810	0.13205341
811	0.1319533813
812	0.1318103766
813	0.1316615507
814	0.1315202342
815	0.1314476714
816	0.1313666283
817	0.1312738161
818	0.1311778196
819	0.1310555525
820	0.1308061637
821	0.130620853
822	0.1305884154
823	0.1304315769
824	0.1302849534
825	0.1301510832
826	0.1300290802
827	0.1299597576
828	0.1297962542
829	0.129647064
830	0.1295345802
831	0.1293133811
832	0.1292086386
833	0.1291147628
834	0.1289525201
835	0.1288493655
836	0.128730476
837	0.1285284824
838	0.1282962136
839	0.1281592316
840	0.1280631297
841	0.1279170149
842	0.1277495832
843	0.1276297904
844	0.1275578989
845	0.127389244
846	0.1272140967
847	0.1270889602
848	0.1268956967
849	0.1267265363
850	0.1266101756
851	0.1264654748
852	0.1264138391
853	0.1262976788
854	0.1262038362
855	0.1260917252
856	0.1259414929
857	0.1258475107
858	0.1257702651
859	0.1256277477
860	0.1255272547
861	0.1253557742
862	0.1251778095
863	0.1250412262
864	0.1248714982
865	0.1247988944
866	0.1247360856
867	0.1246745717
868	0.1245987796
869	0.1244699805
870	0.1243372956
871	0.1241449867
872	0.1240417021
873	0.1239375014
874	0.1238131546
875	0.1237004402
876	0.12359688
877	0.1234294929
878	0.1233101646
879	0.1231708494
880	0.1230820572
881	0.1229249631
882	0.1228147708
883	0.1227651364
884	0.1226185578
885	0.1224994067
886	0.122313464
887	0.1221890476
888	0.1220743962
889	0.1218957068
890	0.1217057728
891	0.1216609751
892	0.1215612231
893	0.121475637
894	0.1213163689
895	0.1212262447
896	0.1211291296
897	0.1209741179
898	0.1209013908
899	0.1208617167
900	0.120726884
901	0.120623653
902	0.1205479946
903	0.1204442249
904	0.1203740342
905	0.120330576
906	0.1201704902
907	0.1200865486
908	0.1200743167
909	0.1199413579
910	0.1198364303
911	0.1197733798
912	0.1196829381
913	0.1196673512
914	0.119542724
915	0.1193684527
916	0.1192883743
917	0.1192077676
918	0.1190780536
919	0.1189533763
920	0.1188111757
921	0.1186860795
922	0.1185599759
923	0.1183425134
924	0.1181969828
925	0.117995672
926	0.1179155467
927	0.1178194218
928	0.1177483799
929	0.1176054198
930	0.1175375411
931	0.1174416549
932	0.1172627983
933	0.1171409641
934	0.1170453908
935	0.116891684
936	0.1167928652
937	0.1166658753
938	0.1165332192
939	0.1163906849
940	0.116329279
941	0.1162758254
942	0.1161976732
943	0.116166093
944	0.1160214243
945	0.1159767386
946	0.1158479555
947	0.1157844294
948	0.115642989
949	0.1155317142
950	0.115349538
951	0.1152679237
952	0.1151432266
953	0.1150221002
954	0.1148833968
955	0.1147644022
956	0.1146639102
957	0.1145531695
958	0.1144647907
959	0.1143642636
960	0.114294231
961	0.1141905889
962	0.1141490861
963	0.1139944257
964	0.1139232348
965	0.1138455747
966	0.113705425
967	0.1135682152
968	0.1135133383
969	0.1134294091
970	0.1133622515
971	0.113168195
972	0.1129731091
973	0.1128015518
974	0.1126683702
975	0.1125825372
976	0.1124687003
977	0.1124198567
978	0.1122640223
979	0.1121038496
980	0.1119894458
981	0.1118262666
982	0.111692696
983	0.1115553867
984	0.1115011944
985	0.111364241
986	0.1112563135
987	0.1110783007
988	0.1109836609
989	0.1108830356
990	0.1107510984
991	0.1106242535
992	0.1104667652
993	0.1104172252
994	0.1102915688
995	0.1102298031
996	0.1101596329
997	0.1100310944
998	0.1099626065
999	0.1098387817
